"route","day","tonnes"
"602 Route 2A (NEW)","2018-12-08",3.82
"609 Route 9A (NEW)","2018-12-10",0.24
"601 Route 1A (NEW)","2018-12-31",6.94
"609 Route 9A (NEW)","2019-01-04",1.14
"602 Route 2A (NEW)","2019-01-06",2.62
"609 Route 9A (NEW)","2019-01-07",0.6
"609 Route 9A (NEW)","2019-01-08",0.82
"189 Missed Bins","2019-01-10",0.26
"603 Route 3A (NEW)","2019-01-29",4.96
"509 Route 9 (NEW)","2018-11-13",1.24
"502 Route 2 (NEW)","2018-11-24",7.6
"508 Route 8 (NEW)","2018-11-25",2.16
"501 Route 1 (NEW)","2018-12-17",6.84
"502 Route 2 (NEW)","2019-01-06",7.4
"502 Route 2 (NEW)","2019-01-16",7.72
"502 Route 2 (NEW)","2019-01-20",6.56
"508 Route 8 (NEW)","2019-01-29",4.26
"503 Route 3 (NEW)","2019-02-05",22.88
"509 Route 9 (NEW)","2019-02-10",1.8
"502 Route 2 (NEW)","2019-02-18",10.0
"503 Route 3 (NEW)","2019-02-20",13.74
"503 Route 3 (NEW)","2019-03-18",13.8
"503 Route 3 (NEW)","2019-04-07",8.24
"503 Route 3 (NEW)","2019-04-15",12.84
"504 Route 4 (NEW )","2019-04-16",12.84
"604 Route 4A (NEW)","2019-02-13",8.84
"601 Route 1A (NEW)","2019-04-08",8.1
"602 Route 2A (NEW)","2019-04-10",5.08
"608 Route 8A (NEW)","2019-02-04",0.7
"604 Route 4A (NEW)","2019-02-07",2.82
"608 Route 8A (NEW)","2019-02-08",0.5
"608 Route 8A (NEW)","2019-02-18",0.84
"602 Route 2A (NEW)","2019-02-20",2.32
"608 Route 8A (NEW)","2019-02-23",0.4
"609 Route 9A (NEW)","2019-02-25",0.28
"604 Route 4A (NEW)","2019-03-05",2.16
"603 Route 3A (NEW)","2019-03-21",2.02
"601 Route 1A (NEW)","2019-04-17",2.62
"602 Route 2A (NEW)","2019-02-26",5.24
"602 Route 2A (NEW)","2019-02-28",5.0
"604 Route 4A (NEW)","2019-03-01",4.56
"603 Route 3A (NEW)","2019-03-28",5.38
"603 Route 3A (NEW)","2019-03-30",2.94
"503 Route 3 (NEW)","2019-02-11",6.04
"509 Route 9 (NEW)","2019-03-01",1.8
"501 Route 1 (NEW)","2019-03-26",6.12
"503 Route 3 (NEW)","2019-04-13",9.7
"505 Route 5 (NEW)","2019-05-03",18.72
"508 Route 8 (NEW)","2019-05-13",5.92
"502 Route 2 (NEW)","2019-06-13",20.8
"503 Route 3 (NEW)","2019-06-25",12.5
"604 Route 4A (NEW)","2019-05-08",7.44
"602 Route 2A (NEW)","2019-07-02",5.78
"602 Route 2A (NEW)","2019-07-05",6.68
"601 Route 1A (NEW)","2019-05-02",3.0
"609 Route 9A (NEW)","2019-05-03",0.48
"602 Route 2A (NEW)","2019-05-05",1.46
"608 Route 8A (NEW)","2019-05-18",0.48
"602 Route 2A (NEW)","2019-05-22",6.12
"601 Route 1A (NEW)","2019-06-22",3.2
"508 Route 8 (NEW)","2019-05-09",5.12
"189 Missed Bins","2019-05-12",3.52
"502 Route 2 (NEW)","2019-06-17",25.9
"505 Route 5 (NEW)","2019-06-21",13.16
"503 Route 3 (NEW)","2019-07-09",22.4
"501 Route 1 (NEW)","2019-07-13",8.44
"502 Route 2 (NEW)","2019-07-14",16.62
"503 Route 3 (NEW)","2019-07-22",21.26
"509 Route 9 (NEW)","2019-07-26",3.64
"503 Route 3 (NEW)","2019-07-28",8.3
"501 Route 1 (NEW)","2019-08-29",16.3
"509 Route 9 (NEW)","2019-09-17",0.36
"509 Route 9 (NEW)","2019-09-20",4.1
"504 Route 4 (NEW )","2019-09-21",9.32
"605 Route 5A (NEW)","2019-08-31",5.02
"603 Route 3A (NEW)","2019-07-11",3.16
"602 Route 2A (NEW)","2019-07-22",2.0
"601 Route 1A (NEW)","2019-07-25",2.98
"605 Route 5A (NEW)","2019-08-05",1.54
"608 Route 8A (NEW)","2019-08-19",0.9
"601 Route 1A (NEW)","2019-08-20",4.0
"602 Route 2A (NEW)","2019-08-20",3.1
"608 Route 8A (NEW)","2019-08-23",0.58
"605 Route 5A (NEW)","2019-08-24",1.38
"605 Route 5A (NEW)","2019-09-07",1.24
"602 Route 2A (NEW)","2019-09-18",2.68
"601 Route 1A (NEW)","2019-07-16",4.78
"502 Route 2 (NEW)","2019-07-15",23.9
"504 Route 4 (NEW )","2019-07-15",19.68
"508 Route 8 (NEW)","2019-07-15",7.12
"505 Route 5 (NEW)","2019-07-29",13.32
"502 Route 2 (NEW)","2019-08-03",15.14
"501 Route 1 (NEW)","2019-08-13",16.88
"504 Route 4 (NEW )","2019-08-14",19.46
"501 Route 1 (NEW)","2019-08-17",13.34
"504 Route 4 (NEW )","2019-09-10",15.24
"505 Route 5 (NEW)","2019-09-13",10.72
"501 Route 1 (NEW)","2019-10-06",8.14
"503 Route 3 (NEW)","2019-12-10",26.96
"602 Route 2A (NEW)","2019-09-25",11.4
"605 Route 5A (NEW)","2019-10-21",8.12
"608 Route 8A (NEW)","2019-10-24",2.4
"604 Route 4A (NEW)","2019-10-25",6.58
"601 Route 1A (NEW)","2019-10-17",2.5
"603 Route 3A (NEW)","2019-10-20",1.1
"601 Route 1A (NEW)","2019-11-16",1.04
"608 Route 8A (NEW)","2019-11-26",0.72
"605 Route 5A (NEW)","2019-11-30",1.5
"636 Bring sites","2019-12-05",0.18
"505 Route 5 (NEW)","2019-11-21",0.18
"603 Route 3A (NEW)","2019-10-13",2.86
"509 Route 9 (NEW)","2019-09-27",3.3
"501 Route 1 (NEW)","2019-09-28",7.12
"501 Route 1 (NEW)","2019-10-12",5.64
"508 Route 8 (NEW)","2019-10-22",5.84
"503 Route 3 (NEW)","2019-10-25",8.9
"503 Route 3 (NEW)","2019-11-19",6.9
"501 Route 1 (NEW)","2020-01-03",8.62
"502 Route 2 (NEW)","2020-01-08",23.68
"189 Missed Bins","2020-01-16",2.32
"504 Route 4 (NEW )","2020-01-27",8.24
"504 Route 4 (NEW )","2020-02-03",7.56
"505 Route 5 (NEW)","2020-03-04",12.02
"501 Route 1 (NEW)","2020-03-07",7.54
"636 Bring sites","2019-12-23",5.66
"609 Route 9A (NEW)","2020-01-16",0.74
"602 Route 2A (NEW)","2020-02-13",8.0
"603 Route 3A (NEW)","2020-01-07",5.8
"604 Route 4A (NEW)","2020-01-07",4.38
"601 Route 1A (NEW)","2020-01-12",2.44
"602 Route 2A (NEW)","2020-02-04",2.24
"604 Route 4A (NEW)","2020-02-21",1.04
"601 Route 1A (NEW)","2020-03-03",4.22
"602 Route 2A (NEW)","2020-01-04",9.8
"636 Bring sites","2020-01-08",3.9
"609 Route 9A (NEW)","2020-01-31",1.86
"608 Route 8A (NEW)","2020-02-24",2.84
"603 Route 3A (NEW)","2020-03-01",2.62
"508 Route 8 (NEW)","2020-03-30",7.24
"603 Route 3A (NEW)","2018-05-31",2.4
"601 Route 1A (NEW)","2018-06-02",1.4
"602 Route 2A (NEW)","2018-04-24",4.84
"604 Route 4A (NEW)","2018-04-26",5.26
"601 Route 1A (NEW)","2018-04-28",2.12
"602 Route 2A (NEW)","2018-05-27",4.06
"607 Route 7A (NEW)","2018-05-27",1.92
"501 Route 1 (NEW)","2018-04-14",6.76
"189 Missed Bins","2018-04-16",5.2
"503 Route 3 (NEW)","2018-05-14",11.06
"504 Route 4 (NEW )","2018-05-27",16.82
"505 Route 5 (NEW)","2018-06-05",17.08
"506 Route 6 (NEW)","2018-06-09",2.2
"501 Route 1 (NEW)","2018-06-12",24.1
"503 Route 3 (NEW)","2018-06-13",14.46
"501 Route 1 (NEW)","2018-06-14",17.36
"503 Route 3 (NEW)","2018-06-28",25.9
"504 Route 4 (NEW )","2018-07-01",8.76
"506 Route 6 (NEW)","2018-07-29",2.16
"505 Route 5 (NEW)","2018-08-15",9.94
"604 Route 4A (NEW)","2018-08-04",5.94
"604 Route 4A (NEW)","2018-06-12",2.0
"604 Route 4A (NEW)","2018-06-13",2.48
"605 Route 5A (NEW)","2018-06-15",3.4
"606 Route 6A  (NEW)","2018-06-29",0.5
"603 Route 3A (NEW)","2018-07-15",1.4
"606 Route 6A  (NEW)","2018-07-25",1.36
"604 Route 4A (NEW)","2018-06-18",6.16
"603 Route 3A (NEW)","2018-07-16",5.14
"603 Route 3A (NEW)","2018-08-13",6.5
"503 Route 3 (NEW)","2018-06-24",10.64
"502 Route 2 (NEW)","2018-07-07",13.48
"507 Route 7 (NEW )","2018-07-20",2.22
"504 Route 4 (NEW )","2018-07-21",2.48
"503 Route 3 (NEW)","2018-08-15",12.92
"502 Route 2 (NEW)","2018-09-23",10.54
"507 Route 7 (NEW )","2018-10-06",2.02
"508 Route 8 (NEW)","2018-10-19",4.2
"509 Route 9 (NEW)","2018-10-21",0.8
"194 Rt 5","2018-10-24",9.78
"508 Route 8 (NEW)","2018-10-31",5.92
"607 Route 7A (NEW)","2018-10-02",1.12
"604 Route 4A (NEW)","2018-10-23",7.36
"605 Route 5A (NEW)","2018-10-26",6.62
"603 Route 3A (NEW)","2018-10-28",5.18
"601 Route 1A (NEW)","2018-09-09",1.56
"602 Route 2A (NEW)","2018-09-19",2.14
"606 Route 6A  (NEW)","2018-10-02",0.94
"603 Route 3A (NEW)","2018-09-12",4.7
"608 Route 8A (NEW)","2018-10-10",1.76
"504 Route 4 (NEW )","2018-08-29",17.46
"502 Route 2 (NEW)","2018-09-01",12.7
"504 Route 4 (NEW )","2018-09-27",12.2
"501 Route 1 (NEW)","2018-09-29",8.14
"504 Route 4 (NEW )","2018-10-10",23.16
"503 Route 3 (NEW)","2018-10-11",6.74
"504 Route 4 (NEW )","2018-11-13",13.34
"502 Route 2 (NEW)","2018-11-26",11.58
"503 Route 3 (NEW)","2018-11-27",22.16
"508 Route 8 (NEW)","2018-11-27",7.58
"504 Route 4 (NEW )","2018-12-02",8.04
"502 Route 2 (NEW)","2018-12-13",23.4
"501 Route 1 (NEW)","2019-01-21",14.56
"503 Route 3 (NEW)","2019-01-23",13.78
"504 Route 4 (NEW )","2019-01-24",14.78
"189 Missed Bins","2019-01-25",0.18
"507 Route 7 (NEW )","2019-01-26",2.32
"601 Route 1A (NEW)","2018-11-25",4.0
"608 Route 8A (NEW)","2018-11-26",0.88
"608 Route 8A (NEW)","2018-11-12",0.96
"601 Route 1A (NEW)","2018-11-14",3.1
"604 Route 4A (NEW)","2018-11-18",1.7
"604 Route 4A (NEW)","2018-11-28",1.92
"603 Route 3A (NEW)","2018-11-30",2.94
"601 Route 1A (NEW)","2018-12-01",0.92
"603 Route 3A (NEW)","2018-12-11",3.3
"604 Route 4A (NEW)","2018-12-13",3.14
"604 Route 4A (NEW)","2018-12-14",1.84
"603 Route 3A (NEW)","2019-01-13",2.82
"636 Bring sites","2018-11-22",3.1
"604 Route 4A (NEW)","2018-12-09",4.64
"609 Route 9A (NEW)","2019-02-01",1.42
"502 Route 2 (NEW)","2019-01-28",1.16
"503 Route 3 (NEW)","2019-02-01",1.62
"504 Route 4 (NEW )","2019-02-20",16.74
"503 Route 3 (NEW)","2019-02-22",20.58
"502 Route 2 (NEW)","2019-03-09",36.62
"505 Route 5 (NEW)","2019-03-22",16.98
"502 Route 2 (NEW)","2019-03-24",12.62
"502 Route 2 (NEW)","2019-04-01",14.4
"505 Route 5 (NEW)","2019-04-01",11.1
"501 Route 1 (NEW)","2019-04-04",19.66
"503 Route 3 (NEW)","2019-04-04",15.46
"504 Route 4 (NEW )","2019-04-18",44.44
"603 Route 3A (NEW)","2019-04-13",3.2
"604 Route 4A (NEW)","2019-02-05",2.32
"604 Route 4A (NEW)","2019-02-20",2.32
"602 Route 2A (NEW)","2019-02-21",2.82
"608 Route 8A (NEW)","2019-02-21",1.04
"602 Route 2A (NEW)","2019-02-24",1.7
"603 Route 3A (NEW)","2019-03-04",1.98
"601 Route 1A (NEW)","2019-03-06",2.98
"603 Route 3A (NEW)","2019-03-23",1.4
"608 Route 8A (NEW)","2019-04-05",0.54
"609 Route 9A (NEW)","2019-04-06",0.24
"609 Route 9A (NEW)","2019-02-03",1.66
"189 Missed Bins","2019-02-04",0.32
"605 Route 5A (NEW)","2019-04-22",4.44
"502 Route 2 (NEW)","2019-02-11",9.2
"505 Route 5 (NEW)","2019-02-25",9.04
"504 Route 4 (NEW )","2019-02-26",2.98
"504 Route 4 (NEW )","2019-03-16",5.36
"502 Route 2 (NEW)","2019-04-10",13.74
"509 Route 9 (NEW)","2019-04-13",3.26
"503 Route 3 (NEW)","2019-05-03",21.56
"508 Route 8 (NEW)","2019-05-20",8.86
"502 Route 2 (NEW)","2019-06-01",29.28
"505 Route 5 (NEW)","2019-06-12",0.4
"503 Route 3 (NEW)","2019-06-13",23.98
"604 Route 4A (NEW)","2019-06-14",1.66
"605 Route 5A (NEW)","2019-04-29",1.74
"602 Route 2A (NEW)","2019-05-01",2.78
"601 Route 1A (NEW)","2019-05-13",1.78
"608 Route 8A (NEW)","2019-06-01",0.36
"502 Route 2 (NEW)","2019-05-10",12.9
"502 Route 2 (NEW)","2019-05-20",20.38
"505 Route 5 (NEW)","2019-06-04",16.4
"508 Route 8 (NEW)","2019-06-04",7.48
"508 Route 8 (NEW)","2019-06-18",7.98
"504 Route 4 (NEW )","2019-06-21",21.4
"508 Route 8 (NEW)","2019-07-05",4.86
"502 Route 2 (NEW)","2019-07-07",16.3
"503 Route 3 (NEW)","2019-07-11",16.92
"501 Route 1 (NEW)","2019-07-23",23.04
"508 Route 8 (NEW)","2019-07-26",4.16
"505 Route 5 (NEW)","2019-08-05",8.86
"503 Route 3 (NEW)","2019-08-24",8.72
"501 Route 1 (NEW)","2019-09-03",43.3
"502 Route 2 (NEW)","2019-09-08",9.14
"503 Route 3 (NEW)","2019-09-08",20.7
"503 Route 3 (NEW)","2019-09-17",22.8
"501 Route 1 (NEW)","2019-09-21",8.24
"201 Commercial","2019-07-15",0.04
"603 Route 3A (NEW)","2019-08-01",6.72
"603 Route 3A (NEW)","2019-08-04",4.54
"604 Route 4A (NEW)","2019-08-04",8.3
"605 Route 5A (NEW)","2019-08-30",6.18
"601 Route 1A (NEW)","2019-07-14",1.08
"603 Route 3A (NEW)","2019-07-27",1.88
"603 Route 3A (NEW)","2019-08-22",2.38
"604 Route 4A (NEW)","2019-09-06",1.6
"608 Route 8A (NEW)","2019-09-20",0.6
"601 Route 1A (NEW)","2019-08-12",6.46
"603 Route 3A (NEW)","2019-08-15",4.0
"504 Route 4 (NEW )","2019-07-16",21.18
"508 Route 8 (NEW)","2019-07-20",3.86
"508 Route 8 (NEW)","2019-08-02",4.84
"503 Route 3 (NEW)","2019-08-03",14.24
"509 Route 9 (NEW)","2019-08-03",1.08
"508 Route 8 (NEW)","2019-08-13",8.6
"509 Route 9 (NEW)","2019-08-17",0.9
"504 Route 4 (NEW )","2019-08-31",8.72
"508 Route 8 (NEW)","2019-09-13",3.6
"189 Missed Bins","2019-10-05",6.98
"504 Route 4 (NEW )","2019-10-14",10.44
"504 Route 4 (NEW )","2019-10-16",24.6
"505 Route 5 (NEW)","2019-10-23",6.9
"189 Missed Bins","2019-11-16",0.42
"503 Route 3 (NEW)","2019-11-27",27.52
"502 Route 2 (NEW)","2019-11-29",24.0
"503 Route 3 (NEW)","2020-02-08",8.0
"502 Route 2 (NEW)","2020-03-16",13.76
"503 Route 3 (NEW)","2020-03-16",10.42
"602 Route 2A (NEW)","2020-02-16",9.92
"604 Route 4A (NEW)","2019-12-15",1.64
"608 Route 8A (NEW)","2020-02-18",0.78
"604 Route 4A (NEW)","2020-02-20",2.66
"602 Route 2A (NEW)","2020-02-23",2.16
"603 Route 3A (NEW)","2020-03-06",3.52
"602 Route 2A (NEW)","2020-03-07",3.96
"603 Route 3A (NEW)","2020-03-17",2.1
"602 Route 2A (NEW)","2020-03-21",2.38
"603 Route 3A (NEW)","2020-01-04",8.26
"603 Route 3A (NEW)","2020-02-29",3.06
"504 Route 4 (NEW )","2020-03-31",18.34
"606 Route 6A  (NEW)","2018-05-21",1.62
"604 Route 4A (NEW)","2018-06-01",2.12
"503 Route 3 (NEW)","2018-04-14",10.66
"504 Route 4 (NEW )","2018-04-15",14.6
"504 Route 4 (NEW )","2018-04-29",2.64
"501 Route 1 (NEW)","2018-05-08",18.64
"506 Route 6 (NEW)","2018-05-13",6.44
"501 Route 1 (NEW)","2018-05-25",31.84
"501 Route 1 (NEW)","2018-06-05",16.34
"504 Route 4 (NEW )","2018-06-05",23.44
"504 Route 4 (NEW )","2018-06-14",31.82
"502 Route 2 (NEW)","2018-06-16",11.62
"502 Route 2 (NEW)","2018-07-01",10.16
"189 Missed Bins","2018-07-06",0.2
"504 Route 4 (NEW )","2018-07-14",8.56
"506 Route 6 (NEW)","2018-07-17",7.34
"502 Route 2 (NEW)","2018-07-26",19.0
"506 Route 6 (NEW)","2018-07-26",6.48
"501 Route 1 (NEW)","2018-08-06",14.36
"501 Route 1 (NEW)","2018-08-07",33.6
"502 Route 2 (NEW)","2018-08-10",14.82
"504 Route 4 (NEW )","2018-08-23",17.24
"501 Route 1 (NEW)","2018-08-25",9.1
"606 Route 6A  (NEW)","2018-06-30",0.3
"601 Route 1A (NEW)","2018-07-14",1.28
"606 Route 6A  (NEW)","2018-08-08",0.64
"601 Route 1A (NEW)","2018-08-10",3.52
"601 Route 1A (NEW)","2018-08-21",3.54
"601 Route 1A (NEW)","2018-06-23",2.58
"604 Route 4A (NEW)","2018-06-24",3.02
"604 Route 4A (NEW)","2018-07-19",6.06
"602 Route 2A (NEW)","2018-07-22",4.84
"501 Route 1 (NEW)","2018-07-16",10.84
"503 Route 3 (NEW)","2018-07-31",8.98
"505 Route 5 (NEW)","2018-08-04",8.44
"501 Route 1 (NEW)","2018-09-24",14.86
"506 Route 6 (NEW)","2018-10-02",8.5
"506 Route 6 (NEW)","2018-10-04",7.7
"503 Route 3 (NEW)","2018-11-04",8.52
"504 Route 4 (NEW )","2018-11-05",20.1
"606 Route 6A  (NEW)","2018-09-26",2.64
"189 Missed Bins","2018-10-31",0.16
"604 Route 4A (NEW)","2018-09-04",2.34
"602 Route 2A (NEW)","2018-09-09",1.66
"603 Route 3A (NEW)","2018-09-18",3.28
"601 Route 1A (NEW)","2018-10-04",0.42
"608 Route 8A (NEW)","2018-10-05",0.32
"602 Route 2A (NEW)","2018-10-17",2.28
"602 Route 2A (NEW)","2018-10-18",3.34
"603 Route 3A (NEW)","2018-10-12",6.9
"602 Route 2A (NEW)","2018-11-09",3.44
"504 Route 4 (NEW )","2018-09-11",17.24
"501 Route 1 (NEW)","2018-10-23",7.36
"503 Route 3 (NEW)","2018-10-23",7.66
"504 Route 4 (NEW )","2018-10-26",15.9
"508 Route 8 (NEW)","2018-10-27",1.48
"509 Route 9 (NEW)","2018-11-10",1.22
"509 Route 9 (NEW)","2018-12-02",2.34
"501 Route 1 (NEW)","2018-12-11",21.42
"501 Route 1 (NEW)","2018-12-30",11.2
"509 Route 9 (NEW)","2019-01-11",3.46
"609 Route 9A (NEW)","2018-11-26",0.52
"601 Route 1A (NEW)","2018-12-17",8.12
"603 Route 3A (NEW)","2019-01-15",9.48
"604 Route 4A (NEW)","2019-01-16",10.14
"602 Route 2A (NEW)","2018-11-14",2.6
"608 Route 8A (NEW)","2018-11-15",1.08
"605 Route 5A (NEW)","2018-11-18",1.52
"609 Route 9A (NEW)","2018-11-19",0.02
"608 Route 8A (NEW)","2018-11-28",0.42
"603 Route 3A (NEW)","2019-01-11",5.32
"609 Route 9A (NEW)","2019-01-13",1.32
"608 Route 8A (NEW)","2019-01-23",0.5
"605 Route 5A (NEW)","2019-01-26",1.1
"608 Route 8A (NEW)","2018-12-05",1.88
"603 Route 3A (NEW)","2018-12-08",3.7
"508 Route 8 (NEW)","2018-12-07",2.4
"501 Route 1 (NEW)","2018-12-08",2.76
"509 Route 9 (NEW)","2019-01-05",0.94
"189 Missed Bins","2019-02-05",3.06
"505 Route 5 (NEW)","2019-02-10",9.12
"503 Route 3 (NEW)","2019-02-23",8.34
"189 Missed Bins","2019-03-01",0.52
"503 Route 3 (NEW)","2019-03-11",9.18
"189 Missed Bins","2019-03-23",1.26
"189 Missed Bins","2019-04-06",0.18
"503 Route 3 (NEW)","2019-04-20",10.08
"608 Route 8A (NEW)","2019-02-12",3.5
"604 Route 4A (NEW)","2019-03-13",19.18
"605 Route 5A (NEW)","2019-04-12",6.46
"604 Route 4A (NEW)","2019-02-09",1.48
"602 Route 2A (NEW)","2019-02-19",1.8
"603 Route 3A (NEW)","2019-02-22",2.88
"609 Route 9A (NEW)","2019-02-24",0.62
"603 Route 3A (NEW)","2019-03-10",1.38
"603 Route 3A (NEW)","2019-03-22",2.84
"602 Route 2A (NEW)","2019-04-15",2.46
"608 Route 8A (NEW)","2019-03-30",1.46
"503 Route 3 (NEW)","2019-02-12",7.16
"502 Route 2 (NEW)","2019-03-13",11.42
"503 Route 3 (NEW)","2019-03-29",6.54
"508 Route 8 (NEW)","2019-03-30",1.14
"502 Route 2 (NEW)","2019-04-14",17.72
"505 Route 5 (NEW)","2019-05-13",12.48
"503 Route 3 (NEW)","2019-05-14",29.52
"508 Route 8 (NEW)","2019-05-16",7.08
"501 Route 1 (NEW)","2019-05-17",22.6
"502 Route 2 (NEW)","2019-06-10",15.28
"504 Route 4 (NEW )","2019-06-12",15.42
"189 Missed Bins","2019-06-16",0.48
"508 Route 8 (NEW)","2019-06-28",4.02
"602 Route 2A (NEW)","2019-06-04",12.14
"602 Route 2A (NEW)","2019-04-30",2.12
"601 Route 1A (NEW)","2019-05-01",7.0
"604 Route 4A (NEW)","2019-05-15",2.12
"602 Route 2A (NEW)","2019-05-17",2.84
"601 Route 1A (NEW)","2019-06-16",1.28
"601 Route 1A (NEW)","2019-06-28",3.28
"602 Route 2A (NEW)","2019-05-23",5.5
"601 Route 1A (NEW)","2019-06-17",5.38
"601 Route 1A (NEW)","2019-06-18",4.3
"608 Route 8A (NEW)","2019-06-22",1.24
"503 Route 3 (NEW)","2019-04-25",14.64
"501 Route 1 (NEW)","2019-07-07",9.74
"508 Route 8 (NEW)","2019-07-23",7.16
"504 Route 4 (NEW )","2019-07-28",17.46
"509 Route 9 (NEW)","2019-08-10",2.96
"503 Route 3 (NEW)","2019-08-11",9.18
"508 Route 8 (NEW)","2019-08-23",4.08
"501 Route 1 (NEW)","2019-08-25",8.26
"504 Route 4 (NEW )","2019-09-08",15.42
"603 Route 3A (NEW)","2019-07-10",1.88
"608 Route 8A (NEW)","2019-07-14",0.34
"603 Route 3A (NEW)","2019-07-28",1.38
"601 Route 1A (NEW)","2019-08-09",3.36
"609 Route 9A (NEW)","2019-08-10",0.32
"605 Route 5A (NEW)","2019-09-08",1.56
"602 Route 2A (NEW)","2019-09-22",0.86
"602 Route 2A (NEW)","2019-07-17",5.2
"603 Route 3A (NEW)","2019-07-20",4.0
"603 Route 3A (NEW)","2019-09-12",4.02
"501 Route 1 (NEW)","2019-08-01",11.32
"501 Route 1 (NEW)","2019-08-15",16.76
"504 Route 4 (NEW )","2019-10-01",14.92
"501 Route 1 (NEW)","2019-10-17",24.74
"504 Route 4 (NEW )","2019-10-19",9.12
"508 Route 8 (NEW)","2019-10-30",7.74
"509 Route 9 (NEW)","2019-11-03",1.62
"189 Missed Bins","2019-11-10",0.16
"501 Route 1 (NEW)","2019-11-17",6.82
"603 Route 3A (NEW)","2019-09-26",6.04
"605 Route 5A (NEW)","2019-10-25",6.4
"609 Route 9A (NEW)","2019-10-26",0.96
"603 Route 3A (NEW)","2019-10-31",2.2
"602 Route 2A (NEW)","2019-11-16",2.04
"608 Route 8A (NEW)","2019-12-10",1.14
"505 Route 5 (NEW)","2019-10-31",0.76
"608 Route 8A (NEW)","2019-10-08",2.26
"609 Route 9A (NEW)","2019-10-13",1.28
"603 Route 3A (NEW)","2019-12-04",4.98
"504 Route 4 (NEW )","2019-10-09",11.66
"502 Route 2 (NEW)","2019-10-21",21.08
"501 Route 1 (NEW)","2019-10-22",8.12
"505 Route 5 (NEW)","2019-11-09",5.98
"501 Route 1 (NEW)","2019-11-24",7.44
"189 Missed Bins","2020-01-05",2.14
"509 Route 9 (NEW)","2020-01-10",4.54
"503 Route 3 (NEW)","2020-01-23",12.8
"508 Route 8 (NEW)","2020-01-24",4.26
"501 Route 1 (NEW)","2020-02-07",21.4
"502 Route 2 (NEW)","2020-03-21",12.18
"602 Route 2A (NEW)","2020-02-10",9.72
"601 Route 1A (NEW)","2020-02-14",6.48
"603 Route 3A (NEW)","2020-03-13",7.22
"609 Route 9A (NEW)","2020-03-13",1.82
"609 Route 9A (NEW)","2020-01-11",0.48
"608 Route 8A (NEW)","2020-01-22",0.6
"608 Route 8A (NEW)","2020-01-26",0.44
"603 Route 3A (NEW)","2020-02-21",2.7
"603 Route 3A (NEW)","2020-03-04",2.36
"636 Bring sites","2020-01-12",0.12
"602 Route 2A (NEW)","2020-01-29",7.44
"608 Route 8A (NEW)","2020-02-01",1.72
"604 Route 4A (NEW)","2020-02-26",5.56
"603 Route 3A (NEW)","2020-03-24",5.76
"605 Route 5A (NEW)","2020-03-25",0.56
"606 Route 6A  (NEW)","2018-04-22",0.32
"604 Route 4A (NEW)","2018-05-05",1.56
"603 Route 3A (NEW)","2018-06-11",2.14
"606 Route 6A  (NEW)","2018-04-27",2.72
"606 Route 6A  (NEW)","2018-04-28",1.44
"502 Route 2 (NEW)","2018-04-12",9.0
"504 Route 4 (NEW )","2018-04-23",2.28
"501 Route 1 (NEW)","2018-04-28",7.02
"504 Route 4 (NEW )","2018-05-10",22.14
"506 Route 6 (NEW)","2018-05-12",5.66
"501 Route 1 (NEW)","2018-05-22",15.84
"503 Route 3 (NEW)","2018-05-27",8.64
"501 Route 1 (NEW)","2018-06-15",21.26
"501 Route 1 (NEW)","2018-07-10",36.4
"506 Route 6 (NEW)","2018-07-14",1.82
"189 Missed Bins","2018-08-21",3.38
"602 Route 2A (NEW)","2018-08-01",11.62
"605 Route 5A (NEW)","2018-08-03",7.96
"604 Route 4A (NEW)","2018-06-26",1.98
"602 Route 2A (NEW)","2018-08-07",2.18
"601 Route 1A (NEW)","2018-08-11",1.28
"606 Route 6A  (NEW)","2018-08-22",0.86
"604 Route 4A (NEW)","2018-06-21",5.68
"603 Route 3A (NEW)","2018-07-18",5.88
"507 Route 7 (NEW )","2018-06-23",0.98
"505 Route 5 (NEW)","2018-07-08",10.72
"502 Route 2 (NEW)","2018-08-05",13.02
"505 Route 5 (NEW)","2018-09-07",26.1
"505 Route 5 (NEW)","2018-09-19",5.54
"189 Missed Bins","2018-10-01",7.32
"509 Route 9 (NEW)","2018-11-04",3.58
"606 Route 6A  (NEW)","2018-09-03",3.68
"603 Route 3A (NEW)","2018-10-25",7.04
"609 Route 9A (NEW)","2018-10-27",1.0
"601 Route 1A (NEW)","2018-09-20",2.22
"603 Route 3A (NEW)","2018-09-21",3.12
"602 Route 2A (NEW)","2018-09-22",1.9
"601 Route 1A (NEW)","2018-10-01",2.0
"603 Route 3A (NEW)","2018-11-04",1.22
"604 Route 4A (NEW)","2018-09-10",6.28
"603 Route 3A (NEW)","2018-09-14",4.76
"601 Route 1A (NEW)","2018-10-09",3.34
"604 Route 4A (NEW)","2018-10-14",4.26
"605 Route 5A (NEW)","2018-11-05",4.48
"505 Route 5 (NEW)","2018-09-24",7.86
"502 Route 2 (NEW)","2018-09-25",19.16
"504 Route 4 (NEW )","2018-09-28",13.84
"503 Route 3 (NEW)","2018-09-30",13.26
"509 Route 9 (NEW)","2018-10-14",1.64
"503 Route 3 (NEW)","2018-11-10",6.92
"505 Route 5 (NEW)","2018-11-10",5.56
"501 Route 1 (NEW)","2018-11-26",14.16
"509 Route 9 (NEW)","2018-12-05",0.72
