Local Authority	Waste type	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled
Perth and Kinross	Household and similar wastes	45704.5	35209.8	33171	31254.7	31407.5	30967.8	28156.3	29552.5	2.3	6.9	2.9	0	6.5	12	26.2	34.8	0	0	0	0	0	0	0	0	0	0				0	0		0	0	1770.86	1006.42	3576.96	3308.97	1706.58		0	0	67.4	48	61.4	64.7	60.3	65.2	0	0	0.77	35.02	275.32	230.55	33.65		50.3	0				481.44			38028.2	33472.04	30427.8	29041.57	24120.53	25580.46	27165.07	29452.5
Perth and Kinross	Metallic wastes, ferrous	0	92.53	0	0	0	0	0	0	0	0							228.3	303.01	321.01	382	197.9	293.34	340.12	366.44	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Metallic wastes, mixed ferrous and non-ferrous	322.8	753.44	875.2	905.4	1036.1	1208.4	1129.4	993.4	16	4.9							404.8	748.54	876.2	941.78	2062.82	2163.43	1953.53	1737.7	0	0							0	0							0	0							2.46	0	159.31	3.2					0	0							0	0						
Perth and Kinross	Metallic wastes, non-ferrous	0	43.86	0	0	0	0	0	0	0	0							73.1	101.83	78.35	96.04	85.7	115.98	142.31	187.59	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Mineral waste from construction and demolition	6004.3	5148.16	5444.4	5267.3	5768.9	6581.7	6103.1	4759.3	0	0							5239	4633.52	4975.97	4864.93	5490.49	6452.65	5983.96	4667.07	0	0							0	0							0	0							0	0							0	0							0	288.75	468.43	402.37	278.41	129.05	119.14	92.23
Perth and Kinross	Mixed and undifferentiated materials	166.8	4287.9	8146.8	9139.3	13305	14532.3	10904.07	11405.1	0	0							166.9	80.8	20.6	30.9	98.6	104.1	95.8	72.4	0	0							0	0		156.36	158.21			1193.68	0	0			6				0	0	0	0	0	0	0	0	0	0							0	0	541.44	722.35	339.14	33.51		
Perth and Kinross	Paper and cardboard wastes	1023	2578.04	995.4	1053.5	1126.7	1083.3	1052.5	1096.5	0	0				5	6.8	4.6	8194.2	7946.24	7451.43	7380.17	7717.21	7220.12	7588.3	7609.03	0	0							0	0							0	0							0	0					0		0	0							0	0						
Perth and Kinross	Plastic wastes	27.5	177.58	6.7	0	0	0	399.2	0	0	0							735	655.26	693.24	644.46	968.21	1175.37	1412.8	1044.39	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Rubber wastes	41.8	41.7					95.4		0	0							41.8	41.7					95.4		0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Textile wastes	163.4	227.7	201.2	205.9	138.4	168.2	245.6	191.2	0	0				85.1	213	169.2	163.4	227.7	201.2	205.9	138.4	83.1	32.6	22	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Used oils	15.3	12.6	18.5	10.7	17.3	29.2	19.1	25	0	0							15.3	12.6	18.5	10.7	17.3	29.2	19.1	25	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Vegetal wastes	7833.83	14413.75	14771.3	16629.63	16439.33	17602.13	16349.35	14973.88	0	0							0	0							15834.56	15574.89	14770.55	16629.63	16439.33	17602.13	16349.35	14973.88	0	0							0	0							0	0		513.72	1512.97	875.65	225.83		0	0				41.84	54.05		0	0	0.75	293.76	1030.3	343.78	10.16	
Perth and Kinross	Wood wastes	2645.5	3062.9	2942.7	3100.6	747.2	0	3483.3	3573.1	0	0							2677.8	3062.9	2942.7	3100.6	1106.7	427.32	166.16	47.56	0	0							0	0							0	0							0	0					0	0	0	0			1842.61	2713.88	2621.06	2786.51	0	0					4.04	4.76
Perth and Kinross	Subtotal	79918.21	75013.7	74267.37	74949.19	76186.51	78729.91	74788.67	71814.91	28.81	53.44	62	53.4	50.2	186	337.8	269.3	21956.49	21778.19	21608.2	21573.36	20805.84	20973.65	20654.65	18566.48	19834.91	19421.1	18419.2	20745.21	20472.41	21873.21	20585.3	18284.21	0	0	1770.86	1162.78	3735.17	3308.97	1706.58	1193.68	0	0	67.4	48	67.4	64.7	60.3	65.2	13.87	0	717.83	649.33	2365.8	2077.92	273.35	0	50.3	0			1842.61	3237.16	2675.11	2786.51	38034.14	33760.79	31621.89	30714.71	26849.37	27008.29	28495.56	30649.52
Renfrewshire	Animal and mixed food waste	0	0	932.26	2994.68	2714.41	2723.26	3036.21	2647.3	0	0							0	0							0	0	932.26	2994.68	2714.41	2723.26	3036.21	2647.3	0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Batteries and accumulators wastes	5.63	8.03	3.11			10.76	14.99	49.18	0	0							5.63	8.03	3.11			10.76	15.82	52.05	0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Chemical wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							552.65	19.87						334.51	0	0							49.31	1192.8	1235.02	6886.69	7709.47	8019.14	7727.6	9364.76
Renfrewshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	981.29	914.94	728.6	789.28	867.9	941.39	1017.59	996.77	0	0							981.29	914.94	728.6	789.28	854.47	926.7	1002.65	984.64	0	0							0	0							0	0							0	0			0	0.02	0		0	0							0	0			13.43	14.67	14.94	12.13
Renfrewshire	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Glass wastes	3081.64	2389.3	295.19	0	0	0	0	0	0	0							3020.01	2916.22	3481.38	3989.94	3120.89	3756.45	3560.87	3650.88	0	0							0	0							0	0							0	0							0	0							0	19.92						
Renfrewshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Household and similar wastes	65405.49	60490.33	49839.41	48680.7	49179.45	50112.39	51140	50097.46	0	0		0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0			0	0	0	2771.86	16952.21	8346.04	20334.24	513.11	0	0	0							0	0		0.01	0.72	0.45	0.01	0.08	1849.19	2996.66	359.77						45180.65	45832.08	38958.1	18494.61	17724.48	11890.51	15588.05	7292.11
Renfrewshire	Metallic wastes, ferrous	0	0			0	0	0	0	0	0							0	0			370.48	380.6	347.86	304.86	0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Metallic wastes, mixed ferrous and non-ferrous	664.94	715.65	685.95	696.28	883.95	981.15	950.27	852.28	0	0							1098.68	1467.05	2157.17	2641.13	2826.25	3891.12	3788.91	3874.76	0	0							0	0							0	0							47.85	43.49	44.12	245.96	275.33	286.39	275.98		0	0							0	2.46				0		
Renfrewshire	Metallic wastes, non-ferrous	0	0			0	0	0	0	0	0							0	0			122.95	187.23	149.86	160.38	0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Mineral waste from construction and demolition	695.6	1154.06	1390.94	1153.82	2748.22	2032.82	1158	1690.1	0	0							2072.71	4069.94	4639.1	3568.66	4952.04	5269.04	5358.87	6561.83	0	0							0	0							0	0							0	0							0	0							0	0				0		
Renfrewshire	Mixed and undifferentiated materials	660.38	5605.14	13887.03	15445.77	15679.07	15938.87	15620.92	15205.12	0	0							1268.07	111.99		407.95	119.99				0	0							0	0		418.22	11199.15	2247.95	19081.89	23745.01	0	0							0	0	151.36	0.03	0.02	0.13	0.01	4.23	0	116.59		92.2				3.12	0	0	306.15	111.02	1371.92	316.56	310.53	340.82
Renfrewshire	Paper and cardboard wastes	182.91	154.28	132.28	116.63	127.91	154.37	125	135.76	0	0							9673.52	7224.51	8087.84	8239.68	7286.34	6580.95	6411.18	6096.69	0	0							0	0							0	0							0	0							0	0							0	0				0		
Renfrewshire	Plastic wastes	0	0	0	2.24	0	0	0	0	0	0							1809.83	1461.85	1677.72	1780.54	2186.49	3540.42	3441.74	3360.03	0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Rubber wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Soils	0	0	0	0	0				0	0							1722.13	1321.18	858.78	998.65	18.76				0	0							0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Textile wastes	159.92	118.74	133.6	107.09	93.81	85.92	93.82	185.05	0	140.87	132.57	107.09	93.81	85.92	93.82	157.95	712.19	237.8	213.63	1.15	12.98	79.62	36.76	21.7	0	0							0	0							0	0							0	0							0	0							0	2.51	1.03					
Renfrewshire	Used oils	3.2	6.4	0.64			17.44	12.08	13.24	0	0							3.2	6.4	0.64			13.08	12.08	13.24	0	0							0	0							0	0							0	0							0	0							0	0				4.36		
Renfrewshire	Vegetal wastes	9862.7	9342.04	9400.11	9764.84	9595.59	9481.48	9326.45	8276.32	0	0							0	0							9722.87	9342.04	9400.11	9764.84	9595.59	9481.48	9326.45	8276.32	0	0							0	0							0	0							0	0							0	0						
Renfrewshire	Wood wastes	867.44	1227.33	987.6	1106.87	1168.2	1180.94	1030.91	1106.2	0	0							2801.44	2688.34	2427.77	2373.95	2151.16	3620.25	3339.48	3835.6	0	0							0	0							0	0							0	0							0	0							0	0				0		
Renfrewshire	Subtotal	82571.14	82126.24	78416.72	80858.2	83058.51	83660.79	83526.24	81254.78	0	140.87	132.57	107.09	93.81	85.92	93.82	157.95	25168.7	22428.25	24275.74	24790.93	24022.8	28256.22	27466.08	28916.66	9722.87	9342.04	10332.37	12759.52	12310	12204.74	12362.66	10923.62	0	0	2771.86	17370.43	19545.19	22582.19	19595	23745.01	0	0							600.5	63.36	195.48	246	276.07	286.99	276	338.82	1849.19	3113.25	359.77	92.2				3.12	45229.96	47049.77	40500.3	25492.32	26819.3	20245.24	23641.12	17009.82
Scottish Borders	Animal and mixed food waste	0	0			529.24	1096.47	1113.67	1078.98	0	0							0	0						0.68	0	0			513.36	1063.57	1080.27	1045.96	0	0							0	0							0	0							0	0							0	0			15.88	32.9	33.4	32.34
Scottish Borders	Batteries and accumulators wastes	11.43	26.71	31.29	21.13	24.4	25.21	24.46	27.66	0	0							11.43	26.71	31.29	21.13	24.4	25.21	24.46	27.66	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Chemical wastes	13.9	15.68	14.72	21.32	19.86	22.32	39.1	19.69	13.9	15.68	14.72	21.32	19.86	18.32	39.1	19.69	0	0				4			0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							0	31.83	97.36	125.41	137.26	135.92	189.77	189.6	0	0							0	5.98	21.56	36.09	93.62	129.46	6.12	6.17
Scottish Borders	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	854.43	860.18	1031.43	674.15	1126.16	1043.33	1119.42	1017.01	0	0						0.86	864.25	860.18	1031.43	674.15	1126.16	1043.33	1129.95	1018.24	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Discarded vehicles	0	0						1.54	0	0						1.54	0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Glass wastes	2441.06	2352.41	2514.06	2553.04	2469.04	1850.31	2446.19	2474.55	0	0							2441.06	2352.41	2514.06	2553.04	2469.04	1850.31	2459.86	2481.55	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Household and similar wastes	39075.84	34119.88	28724.2	30587.23	30205.5	30490.71	30466.55	30588.05	0	0	0	0				0.14	0	0	0	0				0	0	0	0	0					0	0	0						0	0							16.97	0							219.26	157.09	0	0					28688.16	29389.6	28724.2	30587.23	30205.5	30490.71	30466.55	30587.91
Scottish Borders	Metallic wastes, ferrous	0	0	0	0	0	0	0	0	0	0							152.81	252.54	249.19	320.18	348.45	345.07	289.66	267.53	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Metallic wastes, mixed ferrous and non-ferrous	790.74	870.62	886.32	907.06	715.47	798.87	789.66	785.94	0	0							856.96	872.1	889.88	962.19	805.16	887.69	844.49	843.65	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							79.89	147.3	140.96	181.35	151.14	149.68	124.93	125.51	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Mineral waste from construction and demolition	1284.87	650.06	546.86	702.81	531.2	1298.74	1342.44	1428.4	0	0							1284.87	650.06	546.86	702.81	531.2	1298.74	1342.44	1428.4	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Mixed and undifferentiated materials	54.55	4599.9	8822.94	8895.01	8821.58	8735.79	9284.75	8883.42	0	0							102.64	48.19	82.97	45.81	58.51	57.95	59.42	45.41	0	0							0	0	65.2	72.5	348.81	345.45	758.9	740.93	0	0							0	0	0.03	0	0.03	0.02	0.24	0.02	0	82.3	182.22	234.7					0	0					35.43	
Scottish Borders	Paper and cardboard wastes	19.59	73	99.43	118.29	123.22	135.9	44.99	41.44	56.06	82.46	99.43	118.29	123.22	135.9	31	41.44	8049.92	6979.23	6429.1	6203.35	5866.06	5809.02	6550.56	6336.39	0	0							0	0		11.48					0	0							0	0							0	0							0	0						
Scottish Borders	Plastic wastes	0	0	0	0	0	0	0	0	0	0							1691.57	1645.28	1557.71	1548.03	1649.33	1633.28	1187.22	1080.67	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Rubber wastes	0	0		5.71	2.81	4.66	5.64	6.44	0	0			1.12	2.41			5.25	0		5.71	1.69	2.25	5.64	6.44	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Textile wastes	162.82	139.46	212.58	167.42	151.55	163.31	182.89	171.79	161.69	139.17	214.4	169.02	151.55	163.31	182.89	171.79	12.83	2.19	0.37	79.41	154.67	153.17	20.02	28.14	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Used oils	9	8.45	30.37	38.64	42.74	27.27	12.98	11.4	0	0							9	8.45	30.37	38.64	42.74	27.27	12.98	11.4	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Vegetal wastes	7959.6	8104.67	7554.76	4302.65	4017.07	4878.81	5104.56	4417.7	0	0							0	0							7959.6	7525.72	6572.66	3743.31	3494.85	4244.55	4440.97	3843.4	0	0							0	0							0	0							0	502.05	897.5	496.34	406.1	473.46	606.43	524.82	0	44.52	75.54	43.01	40.16	48.79	51.04	44.18
Scottish Borders	Wood wastes	1143.73	1040.08	772.98	957.58	1067.96	1349.48	1493.88	1537.07	0	0							1143.73	1040.08	772.98	957.58	1067.96	1349.48	1498.31	1538.81	0	0							0	0							0	0							0	0							0	0							0	0						
Scottish Borders	Subtotal	53821.56	52861.1	51241.94	49952.04	49847.8	51921.18	53471.18	52491.08	231.65	237.31	328.55	308.63	295.75	319.94	252.99	235.46	16706.21	14884.72	14277.17	14293.38	14296.51	14636.45	15549.94	15240.48	7959.6	7525.72	6572.66	3743.31	4008.21	5308.12	5521.24	4889.36	0	0	65.2	83.98	348.81	345.45	758.9	740.93	0	0							16.97	31.83	97.39	125.41	137.29	135.94	190.01	189.62	219.26	741.44	1079.72	731.04	406.1	473.46	606.43	524.82	28688.16	29440.1	28821.3	30666.33	30355.16	30701.86	30592.54	30670.6
Shetland Islands	Animal and mixed food waste	0	0			0	1.02	1.41	0.95	0	0							2.14	7.34			0	1.02	1.41	0.95	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Batteries and accumulators wastes	0	0	0	0	0	13.83	8.64	9.46	0	0							0	5.93	13.75	7.52	11.28	13.83	8.64	9.46	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Chemical wastes	0	0							0	0							0.44	0							0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	1411.17	1950.32	1901.64	1987.83	1968.44	1906	1852.17
Shetland Islands	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	0	18.99	7.19	0	0	240.88	229.17	229.74	0	0							190.35	220.99	221.24	259.96	241.6	240.88	229.17	229.74	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Discarded vehicles	0	4.83	1.53						0	0							5.98	8.49	1.53						0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Glass wastes	434.28	333.5	256.18	226.25	192.03	198.33	200.33	225.2	0	0							536.06	373.34	256.18	226.25	192.03	198.33	195.77	221.93	0	0							0	0							0	0							0	0							0	0							0	0					4.56	3.27
Shetland Islands	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Household and similar wastes	10908.26	10220.01	9772.66	9682.97	9953.44	9446.64	9215.08	8801.57	0	0							46.48	79.89	25.88	0	0		0		0	0							0	0							0	0							0	0				0			9165.52	7444.41	6527.18	6774.37	6926.67	6816.48	6666.22	6340.83	450.41	388.12	319.02	241.03	270.65	287.72	267.14	299.11
Shetland Islands	Metallic wastes, ferrous	0	0						0	0	0							22.34	9.8						10.3	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Metallic wastes, mixed ferrous and non-ferrous	18.32	24.02	12.03	7.02	0	4.57	1.76	8.02	0	0							334.82	320.48	328.64	379.7	389.02	242.18	245.37	205.89	0	0							0	0							0	0							208	151.9	109.15	125.77	125.17	136.4	132.12	135.76	0	0							0	0						0
Shetland Islands	Metallic wastes, non-ferrous	0	0	12.02		11.04			0	0	0							7.42	3.21	12.02		11.04			5.46	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Mineral waste from construction and demolition	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Mixed and undifferentiated materials	112.07	155.05	23.89					72.02	0	0							112.07	157.47	32.17					1.03	0	0							0	0							0	0							0	0						0	0	0							0	0						1.03
Shetland Islands	Paper and cardboard wastes	0	57.61	21.36					208.78	0	0							91.49	72.69	21.36					208.78	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Plastic wastes	0	22.57	16.58	16.29	15.96		13.18	17.4	0	0							108.58	179.05	118.68	16.29	15.96		13.18	47.43	0	0							0	0							0	0							0	0							0	0							0	0						0
Shetland Islands	Rubber wastes	0	0	0		0	42.7	33.64	20.13	0	0							187.38	0	186.34		1.22	42.7	33.64	20.13	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Textile wastes	5.02	9.2	6.51	2.4	70.19	43.3	43.55	50.69	0	0							7.99	9.2	6.51	2.4	70.19	43.3	43.55	50.69	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Used oils	3.4	6.46	10.44	7.08	7.08	4.36	7.26	5.16	0	0							3.4	6.46	10.44	7.08	7.08	4.36	7.26	5.16	0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Vegetal wastes	310.64	7.13							0	0							0	0							310.64	7.13							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Wood wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Shetland Islands	Subtotal	11791.99	10859.37	10140.39	9942.01	10249.74	9995.63	9754.02	9649.12	0	0							1656.94	1454.34	1234.74	899.2	939.42	786.6	777.99	1016.95	310.64	7.13							0	0							0	0							208	151.9	109.15	125.77	125.17	136.4	132.12	135.76	9165.52	7444.41	6527.18	6774.37	6926.67	6816.48	6666.22	6340.83	450.41	1799.29	2269.34	2142.67	2258.48	2256.16	2177.7	2155.58
South Ayrshire	Animal and mixed food waste	0	0	486	1192.97	1397.49	1203.01	1306.79	1608.78	0	0							0	0							67	0	486	1192.97	1397.49	1203.01	1306.79	1608.78	0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Batteries and accumulators wastes	0	0	0	3.58	23.44	66.32	62.42	31.78	0	0							143.19	6.17	2.83	9.68	25.56	68.05	65.82	35.61	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Chemical wastes	0.31	11.1			1.58				0	0							0.31	11.1			1.58				0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Combustion wastes	0	0					0	0	0	0							0	0							0	0							0	0							0	0							0	0					204.72	189.78	0	0							0	0		71.81	174.86			
South Ayrshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	888.16	695.23	742.21	512.31	746.34	577.13	755.12	724.64	0	0						2.17	907.61	695.23	893.44	596.16	839.51	662.53	865.91	835.99	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Glass wastes	2857.71	604.73	0	0	0	0	0	102.16	0	0							2857.71	2617.31	2908.53	3228.83	2717.22	2747.67	2815.66	2639.44	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Household and similar wastes	41841.4	41292.11	34663.82	29826.67	28655.33	29251.59	29290.54	29074.12	0	0							0	0		0	0	0			0	0		0					0	0			524.59				0	0							0	0	3801.09	7305.11	5689.96	5480.3	4267.24	3909.27	0	0		215.44					30279.48	30275.39	25828.34	17775.1	18115.03	21059.93	19986.78	19861.69
South Ayrshire	Metallic wastes, ferrous	0	0	0	0	0	0	297.77	0	0	0							373.27	109.75	252.85	260.73	250.66	524	816.51	373.28	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Metallic wastes, mixed ferrous and non-ferrous	271.9	304.69	301.46	473.57	675.12	824.44	533.03	783.46	0	0							572.73	838.85	560.56	994.52	1016.25	869.32	634.72	994.7	0	0							0	0							0	0							0	0					25.68	23.72	0	0							0	0						
South Ayrshire	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							8.06	42.08	101.58	104.74	100.69	66.82	68.43	58.67	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Mineral waste from construction and demolition	866.02	816.86	676.62	1814.52	2192.78	2560.54	2291.22	2958.5	0	0							1274.53	2031.88	1583.34	3256.41	3656.21	3607.12	4181.19	5096.14	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Mixed and undifferentiated materials	51.04	5441.07	10780.9	11142.21	10712.28	10822.87	10907.1	9994.76	0	0							1227.86	884.27						23.02	0	0							0	0					796.96	735.4	0	0							0	0	0						0	0							0	0	1219.97	1257.96	1209.42	1260.54	141.57	122.41
South Ayrshire	Paper and cardboard wastes	192.13	80.53	90.34	166.52	195.38	356.62	471.32	339.44	0	0							6333.17	5964.49	5183.18	5357.27	5155.03	5364.03	6556.17	5771.15	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Plastic wastes	0	0	0	0	5.54	0	0	0	0	0							283.07	1132.19	1383.99	1613.88	1395.21	1413.69	485.28	575.56	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Rubber wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Soils	0	0							0	0							407.74	641.43							0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Textile wastes	64.68	50.54	42.23	86.98	97.34	163.57	182.58	162.19	0	0							64.68	91.25	152.84	194.65	202.62	257.61	268.9	228.9	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Used oils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Vegetal wastes	10818.74	7530.28	6879.38	8172.76	8927.16	8886.86	8939.52	8237.26	0	0							0	0							12530.96	10588.15	9200.87	8171.42	8927.16	8886.86	8939.52	8237.26	0	0							0	0							0	0		1101.1	1285.93	494.09	1555.45	1632.27	0	0							0	0						
South Ayrshire	Wood wastes	629.15	799.72	760.28	2084.98	2022.73	1771.67	1734.5	1797.34	0	0							1143.73	1696.08	1863.84	2769.31	2967.53	2519.05	2788.61	2859.25	0	0							0	0							0	0							0	0							0	0							0	0						
South Ayrshire	Subtotal	58481.24	57626.86	55423.24	55477.07	55652.51	56484.62	56771.91	55814.43	0	0						2.17	15597.66	16762.08	14886.98	18386.18	18328.07	18099.89	19547.2	19491.71	12597.96	10588.15	9686.87	9364.39	10324.65	10089.87	10246.31	9846.04	0	0			524.59		796.96	735.4	0	0							0	0	3801.09	8406.21	6975.89	5974.39	6053.09	5755.04	0	0		215.44					30279.48	30275.39	27048.31	19104.87	19499.31	22320.47	20128.35	19984.1
South Lanarkshire	Animal and mixed food waste	0	0			636.29	3153.12	4410.04	4189.22	0	0							0	0							0	0			636.29	3153.12	4410.04	4189.22	0	0							0	0							0	0							0	0							0	0						
South Lanarkshire	Batteries and accumulators wastes	25.4	20.68	15.7	43.81	96.76	82	21.04	28.08	0	0							25.4	20.68	15.7	43.81	96.76	82	21.04	28.08	0	0							0	0							0	0							0	0							0	0							0	0						
South Lanarkshire	Chemical wastes	0	0						2.21	0	0							0	0						2.21	0	0							0	0							0	0							0	0							0	0							0	0						
South Lanarkshire	Combustion wastes	0	0						0	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						3269.46
South Lanarkshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	1679.88	2024.71	2016.72	2227.08	2379.88	2746.83	2715.64	2439.61	0	0							1768.69	2093.07	2079.84	2245.81	2229.36	2579.29	2584.87	2294.5	0	0							0	0							0	0							0	0			0	0			0	0							0	0			166.59	192.28	190.09	170.77
South Lanarkshire	Discarded vehicles	0	0	5.8	4.53					0	0							0	0	5.8	4.53					0	0							0	0							0	0							0	0							0	0							0	0						
South Lanarkshire	Glass wastes	7632.15	7038.64	6669.91	6835.33	5950.76	2733.99	214.94	169.31	0	0							7632.15	7040.32	6670.21	6835.63	6481.02	7213.45	7737.38	7284.01	0	0							0	0							0	0							0	0							0	0							0	0						
South Lanarkshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
South Lanarkshire	Household and similar wastes	125755.13	106287.91	89998.32	92573.75	90845.64	85823.57	84674.64	83968.59	0	0							0	173.81	270.38	1559.93	3865.13	4148.95	871.1		0	0							0	0							0	0							0	0		0	0	0			0	0						11261.47	105640.42	95116.75	87255.92	82540.99	76266.62	70426.59	79215.5	67064.83
South Lanarkshire	Metallic wastes, ferrous	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
